tripId,source,estimated_usage_bins,city,zone,zone_demand_popularity,dayType,pickUpHourOfDay,sla,booking_type,tripOutcome
8ee78e55-127a-40b5-9ec5-49c0e9e97edd,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
51cc4234-54e5-4756-8a14-a0918841df00,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
26426e34-787b-4549-aeda-40ea336f6f65,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
cad99ef2-86ac-41fe-8023-318384452a20,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
f06348e6-64d0-4f78-8965-6afd91fa2a3a,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
a8118cd8-3d9c-4b95-a91f-385c0f4e30cf,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
6fc76a66-4ce5-41ad-bc07-0004ba7b70de,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
3dfc359c-ccd6-4e2a-b896-f7f1f1cd5141,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
67f5e971-ea11-4b88-9aa1-d9299e21176b,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
96938bac-9879-4ba1-b5d3-68d778b1b8dd,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
e3ba0535-0cbb-487c-9d2b-15b908699703,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
e6b75715-7b8f-4ba5-8963-f601fa5427c8,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
bdfd9c59-1bf1-422f-8588-bd6d4836e215,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
af0b83a8-8d0a-46ae-9b87-126350cc0d5e,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
5c503475-cb45-419c-9b7e-36e12bd81d01,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
72d191b5-3d73-47f1-b878-130544fb3361,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
cf42a5e9-4791-42cf-a0dd-f1b160b1b09b,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
24f4e165-65ac-4008-ae4e-bc6acbc8c523,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
45279738-d9fc-4bb7-b24c-1ab6a6b5a9c5,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
deec635e-2d5f-4532-b273-be6c3dfebbcd,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
68c6e48c-19c6-4aef-90a2-341f7a192a8b,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
ac1d61ff-8173-494a-9f68-720b0bd1c3f8,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
c5aded88-f5f7-469c-98ac-d4da063c3da3,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
a56b264e-1363-4325-80cc-e7292115dafb,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
ae1ed7c1-a92c-4a18-81a7-5e1ede102b4a,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
14ceed42-5b8e-466e-a941-88662ad2a40c,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
883795b6-3478-46f1-b4fb-d388d4193070,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
5016a7e8-0f56-4de6-b111-6708025c660c,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
168cb441-bd3c-4f0f-b9e8-07ab02d1a6b8,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
bd2b8942-3dc0-44ed-be45-b2bebc46e87f,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
a0ab4af5-8adc-473f-9df7-71075f61a688,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
9d5d818e-4968-4902-bd2f-abb3b7d3d79a,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
f9be16e9-5aaa-4e20-ac69-ddc1b45bec56,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
2405c0f0-3713-4cf1-8ce7-9e7de50508b8,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
5c3fcb00-7a54-4101-ae93-383dfa3b4a83,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
e980e8f2-351a-4add-8394-b1d855b9e43f,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
c8244c34-0dc9-4865-9176-4df9ed18d49a,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
b2f3c907-3e04-4b2c-ba08-de07027f8e9a,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
7f890574-240d-414f-8e18-9dd4a43daca3,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
b507c4b3-d054-4ab9-823d-9c6912d86365,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
7ed28b22-5ad0-4eab-a1c7-d7a4e2f218d6,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
1af4b05e-d25c-410c-b6da-239f64037684,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
ecea808a-5759-4702-897b-9730f324d5c1,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
c1c195cf-2641-4a50-8205-14e7fdebe9f5,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
96e01aba-0568-4ca8-a013-0123951581f4,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
375516db-2990-4945-8150-2422e13ba7bc,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
cbb54cc2-32da-474b-93c0-7c1fc5f54ad4,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
adf0c3d2-d2bb-4eba-94b9-26c116c56525,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
b708b3fa-3d26-42dc-a568-e864af8b7dbb,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
611e9460-27d8-4034-bbcc-8aceb51fa18e,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
565b6094-6104-4d51-9f85-834019a642fc,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
8bd5645f-d0f1-47cb-ab41-45ddb95cc201,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
70858343-c15f-484f-b9c8-714aaa3ec802,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
a561306c-bc7d-4463-ac1c-4e85e4e00ad5,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
2cfff8ec-59a9-4090-bc2d-09d70e719ffb,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
fb697e92-265a-43ec-a9a3-7502e4ca1bfd,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
4871b33c-9295-4dfa-b7d0-8264221cddad,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
2cc5020e-3491-49fc-bae9-3d8d1d77a739,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
52e5feef-b77e-4750-a781-31c59b87d27b,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
716c8e4a-f2ad-4521-baff-e5aa584264a1,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
c513ed29-7e34-477d-bac8-c6361fe303fc,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
6e82aee9-7ce1-4f13-b414-3592a1828b20,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
685a9040-f743-4f3c-935a-74d8da701bb9,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
422c8395-ab63-486e-9d0e-2268bc6d66c9,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
31fe1568-35c3-4163-9c27-bd31886e1b6e,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
26137cf7-6438-43a2-87f6-57b4d52b86c9,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
4dc313f6-7eef-4020-b203-53515c21762a,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
23eed8b0-da32-4514-a3c4-7bc66a3981af,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
4f7387f5-6e16-46c8-8a3d-60f7bf7abee2,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
ac082345-9a95-4020-8e85-f150cc35bcbc,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
dbc20f52-9e77-464c-8c76-d95fd1a67ccb,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
f41da962-1c6b-44e4-ae2a-2b4e06acb2c6,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
b0838ab9-081a-40a2-9bfe-a76285632cdc,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
4ea384a4-b255-46fe-bbbf-14b7150eadc2,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
a40bb080-868f-480a-b7b0-b13b3ae1566f,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
f9d323ef-8e5e-46aa-9129-b5edbc445c18,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
11e34543-a0e9-4314-912a-ee6bc01fa295,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
053eb017-1b5f-4fbc-b73d-b82ded54f666,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
9c644ec0-bbb9-49b4-a0b5-95a3e472922d,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
b46a7351-de05-4d97-bc14-eb9132056024,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
1f730959-99a0-4109-aefe-1a159c73ac86,ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
3e3591b5-3775-4b5c-a10a-4ef28a585f74,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
450faae4-033a-459d-96ba-8f7d1d721444,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
b94356c9-826e-4ed5-974a-986507f1bbb7,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
fecdd7f8-97ee-4e74-949b-931b9630ce0e,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
4e2ad852-f537-4293-aaa1-1b5aec14746e,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
87717643-24ee-48f9-97cd-21bfa064e79f,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
b7e3411e-f889-4821-bc6e-a13c44b3b250,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
8cb64733-a2ea-4bd0-9015-d732a2e00ee6,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
8998bfe5-51cc-4567-9294-21f1d84d57f0,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
1abaa574-d08c-46ec-8b1e-86938669363e,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
ea42699c-f4c1-4809-b24e-1c66d3b0dc67,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
87b3c175-0aab-4fc3-a438-6822a319ed09,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
f1977746-d104-4262-be35-4ebc744cc683,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
6345f96a-a1c5-4305-98e2-0f6a6c4ea39b,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
45ec9e56-3b26-4536-896e-526f9f8a7f07,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
8ff8f83d-7fee-498d-8aef-09db72e18a9b,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
c40eba35-1189-4ef7-9d57-db0da32757c5,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
22e217b1-9c5d-4d02-bc4b-1578cef69110,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
f88eb19b-b472-4a2e-8725-5200e8c97240,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,bad
6e26f2a8-a8bb-40bb-81dc-8760031125df,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
c1c7b1af-d241-4ba5-ae92-dfae3a146fb6,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
bfc8d5ea-40ef-4ec6-ac74-2783d250cb2e,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
17d242c4-4f6c-4f88-9d5c-c246f5006e0e,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
ed0094c4-50c0-472d-ada6-6ea5853a8a6b,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
6c2ad943-11c3-4887-a529-07e22c52dd52,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
9767e263-fe82-4570-908c-f24ae45b46ad,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
11bfc159-2435-41d8-92fa-ff187af08e92,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
98ed259f-368b-4edf-85d3-c60b677aed72,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
17b55e4d-7c14-4101-b600-9f71f00aca23,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
3ec515ed-48c2-42d0-a81f-867faa5532ea,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
42b1794d-7517-4bf8-8914-58deb0071955,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
84e88adf-5b1e-49a7-894c-e3b0f8cf93ae,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
8db29323-074a-4570-983a-86f20be8178f,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
1164547c-9e82-4bb3-99f0-b4dc8827a882,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
a4e18d58-8ae1-4aab-87d8-e726258aa469,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
64e21c64-22ed-4b31-89d9-ab3a95152e56,android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,good
